name,symbol,contract_address,decimal
PolkaBridge,PBR,0x1D1cB8997570e73949930c01Fe5796C88d7336c6,18
Nominex,NMX,0xd32d01a43c869edcd1117c640fbdcfcfd97d9d65,18
The DONS,DONS,0x95c91eEf65F50570cFC3f269961a00108Cf7BF59,18
Glitch,GLCH,0xf0902eb0049a4003793bab33f3566a22d2834442,18
DeHub,DHB,0x680d3113caf77b61b510f332d5ef4cf5b41a761d,18
DOSE,DOSE,0x7837fd820bA38f95c54D6dAC4ca3751b81511357,18
BoringDAO,BORING,0xffeecbf8d7267757c2dc3d13d730e97e15bfdf7f,18
StandardBTCHashrateToken,BTCST,0x78650b139471520656b9e7aa7a5e9276814a38e9,17
Raven Protocol,RAVEN,0xcd7c5025753a49f1881b31c48caa7c517bb46308,18
NerveNetwork,NVT,0xf0e406c49c63abf358030a299c0e00118c4c6ba5,8
VFOX,VFOX,0x4d61577d8fd2208a0afb814ea089fdeae19ed202,18
Winkies,WNK,0xb160A5F19ebccd8E0549549327e43DDd1D023526,18
RadioShack Token,RADIO,0x30807d3b851a31d62415b8bb7af7dca59390434a,18
ARIVA,ARV,0x6679eb24f59dfe111864aec72b443d1da666b360,8
TETU Reward Token,TETU,0x1f681b1c4065057e07b95a1e5e504fb2c85f4625,18
Juggernaut DeFi,JGN,0xc13b7a43223bb9bf4b69bd68ab20ca1b79d81c75,18
Venus DOT,vDOT,0x1610bc33319e9398de5f57b33a5b184c806ad217,8
Kiba Inu,KIBA,0xC3afDe95B6Eb9ba8553cDAea6645D45fB3a7FAF5,18
QiDao,QI,0xdDC3D26BAA9D2d979F5E2e42515478bf18F354D5,18
CherrySwap Token,CHE,0xbc420bc2c015d1579f77e4a5c68270b75f2ddb9d,18
Oggy Inu,OGGY,0x92eD61FB8955Cc4e392781cB8b7cD04AADc43D0c,9
League Of Ancients,LOA,0x94b69263fca20119ae817b6f783fc0f13b02ad50,18
Horizon Protocol,HZN,0xc0eff7749b125444953ef89682201fb8c6a917cd,18
PEAKDEFI,PEAK,0x630d98424efe0ea27fb1b3ab7741907dffeaad78,8
April Token,APRIL,0xbfea674ce7d16e26e39e3c088810367a708ef94c,18
Cake Monster,MONSTA,0x8a5d7fcd4c90421d21d30fcc4435948ac3618b2f,18
KING SHIBA,KINGSHIB,0x84F4f7cdb4574C9556A494DaB18ffc1D1D22316C,9
Venus Reward Token,VRT,0x5f84ce30dc3cf7909101c69086c50de191895883,18
Stobox Token v.2,STBU,0xb0c4080a8Fa7afa11a09473f3be14d44AF3f8743,18
AQUA,AQUA,0x72b7d61e8fc8cf971960dd9cfa59b8c829d91991,18
SLAM TOKEN,SLAM,0x000851476180bfc499ea68450A5327D21C9b050e,18
The LoveChain,LOV,0x2e01A3Df69E387E769cC0429f697fD207c02e2f0,8
Deri,DERI,0xe60eaf5a997dfae83739e035b005a33afdcc6df5,18
Woonkly Power,WOOP,0x8b303d5bbfbbf46f1a4d9741e491e06986894e18,18
BIT GAME VERSE TOKEN,BGVT,0xa03110800894b3CcF8723D991d80875561F96777,18
HYVE,HYVE,0xf6565a97dc832d93dc83b75ee9aa5c7e8ecb0f9d,18
Wrapped Idena,iDNA,0x0de08c1abe5fb86dd7fd2ac90400ace305138d5b,18
REVOLVE_GAMES,RPG,0x01E0d17a533E5930A349C2BB71304F04F20AB12B,18
GourmetGalaxy,GUM,0xc53708664b99df348dd27c3ac0759d2da9c40462,18
DogeBonk.com,DOBO,0xae2df9f730c54400934c06a17462c41c08a06ed8,9
XEND,XEND,0x4a080377f83d669d7bb83b3184a8a5e61b500608,18
FABWELT,WELT,0x1785113910847770290f5f840b4c74fc46451201,18
Position Token,POSI,0x5ca42204cdaa70d5c773946e69de942b85ca6706,18
DuckDaoDime,DDIM,0xc9132c76060f6b319764ea075973a650a1a53bc9,18
Silva Token,SILVA,0x68b5edb385b59e30a7a7db1e681a449e94df0213,9
Sakai Vault,SAKAI,0x43B35e89d15B91162Dea1C51133C4c93bdd1C4aF,18
StackOS,STACK,0x6855f7bb6287f94ddcc8915e37e73a3c9fee5cf3,18
Gold Fever Native Gold [via ChainPort.io],NGL,0x0f5d8cd195a4539bcf2ec6118c6da50287c6d5f5,18
Universal Store of Value,USV,0xaf6162DC717CFC8818eFC8d6f46a41Cf7042fCBA,9
ACryptoS,ACS,0x4197c6ef3879a08cd51e5560da5064b773aa1d29,18
MTLX-ERC20,anyMTLX,0x5921dee8556c4593eefcfad3ca5e2f618606483b,18
BELT Token,BELT,0xe0e514c71282b6f4e823703a39374cf58dc3ea4f,18
Jeet Detector Bot,JDB,0x7874CAFf04AFB8B6f5cbBE3ebec3f83Fcd882272,9
Wrapped MIR Token,MIR,0x5b6dcf557e2abe2323c48445e8cc948910d8c2c9,18
KIRA Network,KEX,0x8d11ec38a3eb5e956b052f67da8bdc9bef8abf3e,6
ClinTex,CTI,0x3f670f65b9ce89b82e82121fd68c340ac22c08d6,18
REALM,REALM,0x464FdB8AFFC9bac185A7393fd4298137866DCFB8,18
AtariToken,bATRI,0xc0c6e4c6e70c6231b20979bda581a66f062a7967,0
O3 Swap Token,O3,0xee9801669c6138e84bd50deb500827b776777d28,18
FREE coin BSC,FREE,0x12e34cdf6a031a10fe241864c32fb03a4fdad739,18
Antimatter.Finance Mapping Token,MATTER,0x1c9491865a1de77c5b6e19d2e6a5f1d7a6f2b25f,18
Football World Community,Fwc,0x6d3a160b86edcd46d8f9bba25c2f88cccade19fc,9
Safe Haven Token,SHA,0x40fed5691e547885cabd7a2990de719dcc8497fc,18
Chainport.io-Peg Fear NFTs,FEAR,0x9ba6a67a6f3b21705a46b380a1b97373a33da311,18
Meta Ruffy,MR,0x2456BBAD80BfAD346AecEa45fA38C81a6963132D,18
AUTOv2,AUTO,0xa184088a740c695e156f91f5cc086a06bb78b827,18
The Three Kingdoms,TTK,0x39703a67bac0e39f9244d97f4c842d15fbad9c1f,18
VIDT DAO,VIDT,0x9c4a515cd72d27a4710571aca94858a53d9278d5,18
KCCPAD.io,KCCPAD,0x11582ef4642b1e7f0a023804b497656e2663bc9b,18
ShopNext Token,NEXT,0x9809e877192b510d767a94ba39a79429219a5afb,18
Plasma,PPAY,0xfb288d60d3b66f9c3e231a9a39ed3f158a4269aa,18
Kommunitas,KOM,0x471ea49dd8e60e697f4cac262b5fafcc307506e4,8
GAIA Everworld,GAIA,0x347e430b7cd1235e216be58ffa13394e5009e6e2,18
Fodl,FODL,0x43f5b29D63ceDC5a7c1724dbB1D698FDe05Ada21,18
Triall,TRL,0xE2EB47954e821DC94e19013677004cD59Be0b17f,18
Inuko Coin,INUKO,0xEa51801b8F5B88543DdaD3D1727400c15b209D8f,18
Rubic,BRBC,0x8e3bcc334657560253b83f08331d85267316e08a,18
Ditto,DITTO,0x233d91a0713155003fc4dce0afa871b508b3b715,9
Curate,XCUR,0xd52669712f253cd6b2fe8a8638f66ed726cb770c,8
PureFi Token,UFI,0xe2a59d5e33c6540e18aaa46bf98917ac3158db0d,18
Euler.Tools,EULER,0x3920123482070c1a2dff73aad695c60e7c6f6862,18
NAOSToken,NAOS,0x758d08864fb6cce3062667225ca10b8f00496cc2,18
BlockApeScissors,BAS,0x8ddeec6b677c7c552c9f3563b99e4ff90b862ebc,18
Liquidus,LIQ,0xc7981767f644c7f8e483dabdc413e8a371b83079,18
Cat,CAT,0x0173295183685F27C84db046B5F0bea3e683c24b,18
UNCL on xDai on BSC,UNCL,0x0e8d5504bf54d9e44260f8d153ecd5412130cabb,18
CheemsInu,CINU,0x842defb310cace2b923c1fd7b3db067d3d0fcc34,9
SOMBRA,SMBR,0x8ad8e9b85787ddd0d31b32ecf655e93bfc0747ef,9
Synapse Network,SNP,0x6911f552842236bd9e8ea8ddbb3fb414e2c5fa9d,18
UpBots Token,UBXN,0xc822bb8f72c212f0f9477ab064f3bdf116c193e6,18
vEmpire Gamer Token,VEMP,0xeDF3ce4Dd6725650a8e9398e5C6398D061Fa7955,18
CZRed,CZR,0x5cd0c2C744caF04cda258Efc6558A3Ed3defE97b,18
Nabox Token,NABOX,0x755f34709e369d37c6fa52808ae84a32007d1155,18
VCGamers,VCG,0x1F36FB2D91d9951Cf58aE4c1956C0b77e224F1E9,18
ZAP TOKEN,ZAP,0xc5326b32e8baef125acd68f8bc646fd646104f1c,18
Coin98 Dollar,CUSD,0xFa4BA88Cf97e282c505BEa095297786c16070129,18
OddzToken,ODDZ,0xcd40f2670cf58720b694968698a5514e924f742d,18
GetKicks,KICKS,0xfeb4e9b932ef708c498cc997abe51d0ee39300cf,18
ethbox Token,EBOX,0x33840024177a7daca3468912363bed8b425015c5,18
ARTH Valuecoin (BSC),ARTH.bsc,0x85daB10c3BA20148cA60C2eb955e1F8ffE9eAa79,18
USDEX,USDEX,0x829c09fcc46d9fd31967272aba245bef9f727f93,18
NFTArt.Finance,NFTART,0xf7844cb890f4c339c497aeab599abdc3c874b67a,9
SWINGBY token,SWINGBY,0x71de20e0c4616e7fcbfdd3f875d568492cbe4739,18
Allbridge,ABR,0x68784ffaa6ff05e3e04575df77960dc1d9f42b4a,18
Blockchain Monster Coin,BCMC,0xc10358f062663448a3489fc258139944534592ac,18
AIR,AIR,0xd8a2ae43fd061d24acd538e3866ffc2c05151b53,18
ARCONA,ARCONA,0x8fc4532be3003fb5a3a2f9afc7e95b3bfbd5faab,18
pTokens ORE [via ChainPort.io],ORE,0x4ef285c8cbe52267c022c39da98b97ca4b7e2ff9,18
CO,CO,0x936b6659ad0c1b244ba8efe639092acae30dc8d6,6
BlockchainSpace [via ChainPort.io],GUILD,0x0565805ca3a4105faee51983b0bd8ffb5ce1455c,18
Avocado DAO Token,AVG,0xa41F142b6eb2b164f8164CAE0716892Ce02f311f,18
DxSale.Network,SALE,0x04F73A09e2eb410205BE256054794fB452f0D245,18
Wanaka Farm,WANA,0x339c72829ab7dd45c3c52f965e7abe358dd8761e,18
Lunar,LNR,0xc1A59a17F87ba6651Eb8E8F707db7672647c45bD,18
Spartan Protocol Token V2,SPARTA,0x3910db0600ea925f63c36ddb1351ab6e2c6eb102,18
ERTHA Token,ERTHA,0x62823659d09f9f9d2222058878f89437425eb261,18
King,KING,0x74f08af7528ffb751e3a435ddd779b5c4565e684,9
OXBULL.TECH,OXB,0x7536c00711e41df6aebcca650791107645b6bc52,18
Heroes&Empires,HE,0x20d39a5130f799b95b55a930e5b7ebc589ea9ed8,18
META FACE,MEFA,0x6Ad0F087501Eee603AeDa0407c52864bc7f83322,9
Pawthereum,PAWTH,0x409e215738E31d8aB252016369c2dd9c2008Fee0,9
ARI10,ARI10,0x80262F604acAC839724F66846F290A2cC8b48662,18
Streamity,STM,0x90df11a8cce420675e73922419e3f4f3fe13cccb,18
LFG Token,LFG,0xf93f6b686f4a6557151455189a9173735d668154,18
Tycoon Token,TYC,0x8DFD366ff98390ea35EaacB35673279218A596A5,18
OpenWorld,OPEN,0x27a339d9b59b21390d7209b78a839868e319301b,18
Extend Finance,EXF,0x6306e883493824ccf606d90e25f68a28e47b98a3,9
CryptoBlades Skill Token,SKILL,0x154a9f9cbd3449ad22fdae23044319d6ef2a1fab,18
Gather,GTH,0xeb986DA994E4a118d5956b02d8b7c3C7CE373674,18
Revomon,REVO,0x155040625d7ae3e9cada9a73e3e44f76d3ed1409,18
Reva Token,REVA,0x4FdD92Bd67Acf0676bfc45ab7168b3996F7B4A3B,18
GMPD,GMPD,0x9720ca160bbd4e7f3dd4bb3f8bd4227ca0342e63,18
Rio Fuel Token,RFuel,0x69a1913d334b524ea1632461c78797c837ca9fa6,18
Hakka Finance on xDai on BSC,HAKKA,0x1d1eb8e8293222e1a29d2c0e4ce6c0acfd89aaac,18
SOAKMONT V2,SKMT,0x1B2fdB1626285B94782af2Fda8e270E95cEbC3b4,18
Brokoli Token [via ChainPort.io],BRKL,0x66cafcf6c32315623c7ffd3f2ff690aa36ebed38,18
Bogged Finance,BOG,0xb09fe1613fe03e7361319d2a43edc17422f36b09,18
YEL Token,YEL,0xd3b71117e6c1558c1553305b44988cd944e97300,18
Easy V2,EZ,0x5512014efa6cd57764fa743756f7a6ce3358cc83,18
Mogul Stars,STARS,0xbd83010eb60f12112908774998f65761cf9f6f9a,18
Coinary Token,CYT,0xd9025e25bb6cf39f8c926a704039d2dd51088063,18
Kwai,KWAI,0x235D650fc6d9Eb7D4bAc77e128265295A0054304,18
IOI Token via ChainPort.io,IOI,0x959229d94c9060552daea25ac17193bca65d7884,6
Billion Happiness,BHC,0x6fd7c98458a943f469e1cf4ea85b173f5cd342f4,18
Peri Finance Token,PERI,0xb49B7e0742EcB4240ffE91661d2A580677460b6A,18
Lunatics,LunaT,0x2A48eCe377b87ce941406657B9278b4459595E06,9
Monsta Infinite Token,MONI,0x9573c88ae3e37508f87649f87c4dd5373c9f31e0,18
Hotbit Token,HTB,0x4e840aadd28da189b9906674b4afcb77c128d9ea,18
Venus BCH,vBCH,0x5f0388ebc2b94fa8e123f404b79ccf5f40b29176,8
Spore,SPORE,0x33a3d962955a3862c8093d1273344719f03ca17c,9
NapoleonX Token,NPXB,0xd8cb4c2369db13c94c90c7fd3bebc9757900ee6b,18
DePay,DEPAY,0xa0bed124a09ac2bd941b10349d8d224fe3c955eb,18
NFTY Token,NFTY,0x5774b2fc3e91af89f89141eacf76545e74265982,18
Ftribe Fighters Coin,F2C,0x657b632714e08ac66b79444ad3f3875526ee6689,18
Kaby Gaming Token,KGT,0xa4e208c627f3adc60165c2a9fe79d73f4e8dd760,18
MetaFabric,FABRIC,0x73ff5dd853cb87c144f463a555dce0e43954220d,18
Smart Advertising Transaction Token,SATT,0x448bee2d93be708b54ee6353a7cc35c4933f1156,18
Life Crypto,LIFE,0x82190d28E710ea9C029D009FaD951c6F1d803BB3,18
Hedget,HGET,0xc7d8d35eba58a0935ff2d5a33df105dd9f071731,6
LQT Token,LQT,0xbd2c43da85d007b0b3cd856fd55c299578d832bc,18
MTG,MTG,0xf1b602fc211e3e2976ef44e4017b764a778197e0,18
NDB,NDB,0xf8028b65005B0B45f76988d2A77910186E7af4eF,12
Wall Street Games,WSG,0xA58950F05FeA2277d2608748412bf9F802eA4901,18
Wonderman Token,WNDR,0xdfd7b0dd7bf1012dfdf3307a964c36b972300ac8,8
RITE Coin,RITE,0x0f5d54b27bdb556823f96f2536496550f8816dc5,18
TryHards,TRY,0x75d107de2217ffe2cd574a1b3297c70c8fafd159,18
Shirtum,SHI,0x7269d98af4aa705e0b1a5d8512fadb4d45817d5a,18
SafeBLAST,BLAST,0xddc0dbd7dc799ae53a98a60b54999cb6ebb3abf0,9
Babylons Governance Token,BABI,0xec15a508a187e8ddfe572a5423faa82bbdd65120,18
DOGEWHALE,DOGEWHALE,0x43adc41cf63666ebb1938b11256f0ea3f16e6932,18
UNIFARM Token,UFARM,0x0A356f512f6fCE740111ee04Ab1699017a908680,18
DeFiAI Token,DEFIAI,0xe1a0ce8b94c6a5e4791401086763d7bd0a6c18f5,18
Goose Golden Egg,EGG,0xf952fc3ca7325cc27d15885d37117676d25bfda6,18
Shard,SHARD,0xd8a1734945b9ba38eb19a291b475e31f49e59877,18
MetaSoccer Universe,MSU,0xe8377a076adabb3f9838afb77bee96eac101ffb1,18
LunaChow on xDai from xDai,LUCHOW,0xe4e8e6878718bfe533702d4a6571eb74d79b0915,18
POLKER,PKR,0xc49dde62b4a0810074721faca54aab52369f486a,18
Etherland,bELAND,0x708Cb02ad77E1B245B1640cee51B3Cc844bcAeF4,18
COGI Coin,COGI,0x6cb755c4b82e11e727c05f697c790fdbc4253957,18
HerityNetwork,HER,0x8c18ffd66d943c9b0ad3dc40e2d64638f1e6e1ab,9
Mudol2 Token,MUDOL2,0x5e7f472B9481C80101b22D0bA4ef4253Aa61daBc,18
Moonscape,MSCP,0x27d72484f1910F5d0226aFA4E03742c9cd2B297a,18
Impossible Finance,IF,0xb0e1fc65c1a741b4662b813eb787d369b8614af1,18
Ecoin Finance,ECOIN,0x7d38315b92d0E7A85B35B2b7FE969B25935619D7,18
XProject,XPRO,0x7c1b2f618569789941b88680966333f3e8fedc61,9
Froyo,Froyo,0xe369fec23380f9f14ffd07a1dc4b7c1a9fdd81c9,18
The 4th Pillar Token on xDai from xDai,FOUR,0xd882739fca9cbae00f3821c4c65189e2d7e26147,18
TravelCare,TRAVEL,0x826e5ec70dbc5607ff9218011fbb97f9a8d97953,18
Super Launcher,LAUNCH,0xb5389a679151c4b8621b1098c6e0961a3cfee8d4,18
Cryptonovae,YAE,0x4ee438be38f8682abb089f2bfea48851c5e71eaf,18
Asian Fintech,Afin,0xB955B4cAb9Aa3B49E23AEB5204EBc5fF6678E86D,18
Vera,VERA,0x4a0a3902e091cdb3aec4279a6bfac50297f0a79e,18
DOS Network Token BEP20,DOS,0xdc0f0a5719c39764b011edd02811bd228296887c,18
Helmet.insure Governance Token,Helmet,0x948d2a81086a075b3130bac19e4c6dee1d2e3fe8,18
Yearn Secure,YSEC,0x56a0f16af7c8098141b363094fcf864d52831326,18
Metaverse VR,MEVR,0xdDe3ed0bB77C1CafABF8B38F9a1E81EdDdC7DDc9,18
DeFi For You.,DFY,0xd98560689c6e748dc37bc410b4d3096b1aa3d8c2,18
EDE,EDE,0x4136129ac3ac90cf9817548b24d35e73e9457e05,18
Kangal,bKANGAL,0xd632bd021a07af70592ce1e18717ab9aa126decb,18
GoSwapp,GOFI,0x6b8227a0e18bd35a10849601db194b24aab2c8ea,18
Energyfi Token,EFT,0xae98e63db1c4646bf5b40b29c664bc922f71bc65,18
Orion Money Token [via ChainPort.io],ORION,0x5530ec23f4ee1521182bd158c09f4ca7efec1ef0,18
Channels,CAN,0xde9a73272bc2f28189ce3c243e36fafda2485212,18
COLLIE INU,COLLIE,0x31491c35C094A0336f4859Dd94aB9466709deC45,18
Poly-Peg COOK,COOK,0x965b0df5bda0e7a0649324d78f03d5f7f2de086a,18
GamyFi,GFX,0x65ad6a2288b2dd23e466226397c8f5d1794e58fc,18
8PAY Network,8PAY,0xfeea0bdd3d07eb6fe305938878c0cadbfa169042,18
Multichain WSPP,mWSPP,0xb067c1dd69d41ffa29f959901c91aa7731cc4e26,18
WolfSafePoorPeople,WSPP,0x46d502fac9aea7c5bc7b13c8ec9d02378c33d36f,0
CafeSwap Token,BREW,0x790be81c3ca0e53974be2688cdb954732c9862e1,18
SakeToken,SAKE,0x8bd778b12b15416359a227f0533ce2d91844e1ed,18
HYDRO TOKEN,HYDRO,0xf3dbb49999b25c9d6641a9423c7ad84168d00071,18
ArgonToken,ARGON,0x851f7a700c5d67db59612b871338a85526752c25,18
Rabbit Coin,RABBIT,0x95a1199eba84ac5f19546519e287d43d2f0e1b41,18
Tardigrades.Finance,TRDG,0x92a42db88ed0f02c71d439e55962ca7cab0168b5,9
Robust Token,RBT,0x891e4554227385c5c740f9b483e935e3cbc29f01,18
Little Angry Bunny v2,LAB v2,0x07f5ceded6b3dba557b3663edc8941fb37b63945,9
WaultSwap,WEX,0xa9c41a46a6b3531d28d5c32f6633dd2ff05dfb90,18
Plant vs Undead Token,PVU,0x31471e0791fcdbe82fbf4c44943255e923f1b794,18
Digital Files,DIFI,0x0938a5d325A8496c186Cf122946e9dD22f8a625b,18
WorkQuest Token,WQT,0xBC648Cbd7B2B2c666f9f46aC5C5Ce6ee77f9C407,18
Waifu,Waifu,0xd0aa796e2160ED260c668E90aC5f237b4eBd4b0d,18
Kripton,LPK,0x9b71b5511998e0798625b8fa74e86d8192de78c1,18
xSigma,SIG,0x7777777777697cfeecf846a76326da79cc606517,18
HedgePay,HPAY,0xc75aa1fa199eac5adabc832ea4522cff6dfd521a,18
BabyUSDT,BABYUSDT,0x8dc1942e2089e711725eda66ab06650035475441,18
Cubiex,CBIX,0x34681c1035f97e1edcccec5f142e02ff81a3a230,18
Lympo Market Token,LMT,0x9617857e191354dbea0b714d78bc59e57c411087,18
COSMIC FOMO,COSMIC,0xBabACc135Bbf2ce30f9C0f12665B244D3689A29C,18
Twinci,TWIN,0xaf83f292fced83032f52ced45ef7dbddb586441a,18
Buni Token,BUNI,0x0e7beec376099429b85639eb3abe7cf22694ed49,18
Berry Tributes,BRY,0xf859Bf77cBe8699013d6Dbc7C2b926Aaf307F830,18
WOWswap,WOW,0x4da996c5fe84755c80e108cf96fe705174c5e36a,18
BAGEL,BAGEL,0xbb238fce6e2ee90781cd160c9c6eaf3a4cfad801,18
$Poolz Finance [via ChainPort.io],POOLZ,0x77018282fd033daf370337a5367e62d8811bc885,18
FlashX Ultra,FSXU,0xa94b7a842aadb617a0b08fa744e033c6de2f7595,8
Lovelace,LACE,0xA3499dd7dBBBD93CB0f8303f8a8AcE8D02508E73,18
Feeder.finance,FEED,0x67d66e8ec1fd25d98b3ccd3b19b7dc4b4b7fc493,18
Graviton,GTON,0x64d5baf5ac030e2b7c435add967f787ae94d0205,18
PULI INU,PULI,0xaef0a177c8c329cbc8508292bb7e06c00786bbfc,9
BETU,BETU,0x0df1b3f30865c5b324797f8db9d339514cac4e94,18
StaysBASE,SBS,0xc1d99537392084cc02d3f52386729b79d01035ce,9
Atlantis,ATL,0x1fd991fb6c3102873ba68a4e6e6a87b3a5c10271,18
France REV Finance,FRF,0x5a29c96fa93ffa8845fb7f8616a03aa85fcc11d6,8
pTokens $ANRX,$ANRX,0xe2e7329499e8ddb1f2b04ee4b35a8d7f6881e4ea,18
UBUToken,UBU,0xd2ddfba7bb12f6e70c2aab6b6bf9edaef42ed22f,18
Propel,PROPEL,0x9b44df3318972be845d83f961735609137c4c23c,18
RigelToken,RGP,0xfa262f303aa244f9cc66f312f0755d89c3793192,18
Polaris,POLARv3,0x70905594023cb2f37f3103fdc70315ad1601d6ef,18
MMToken,MM,0x73f059db0182dc2ed716d028e1b13033cfcbf63b,18
Fusible | Fusible.io,FUSII,0x3a50d6daacc82f17a2434184fe904fc45542a734,18
PrivaCoin,PRVC,0x5711f19b7b21938d31d07e5736b4660c1159d7d3,18
NFTmall GEM Token,GEM,0xbac1df744df160877cdc45e13d0394c06bc388ff,18
Squirrel Finance,NUTS,0x8893d5fa71389673c5c4b9b3cb4ee1ba71207556,18
AmpleSwap Token,AMPLE,0x19857937848c02afbde8b526610f0f2f89e9960d,18
Multiplier,bMXX,0x4131b87f74415190425ccd873048c708f8005823,18
SF Capital,SFCP,0x5ce8e55e256e4bd58cea94963d4cb280de6b8bb2,18
Anji,ANJI,0xfc619FfCc0e0F30427BF938f9A1B2BfAE15bDf84,9
2local Token,2LC,0x11f6ecc9e2658627e0876212f1078b9f84d3196e,18
BGOV Token,BGOV,0xf8e026dc4c0860771f691ecffbbdfe2fa51c77cf,18
Binance Beacon ETH,BETH,0x250632378e573c6be1ac2f97fcdf00515d0aa91b,18
Ankr Staked BNB,ankrBNB,0x52f24a5e03aee338da5fd9df68d2b6fae1178827,18
Staked BNB,stkBNB,0xc2E9d07F66A89c44062459A47a0D2Dc038E4fb16,18
Thoreumv3 - Thoreum.Capital,THOREUM,0xce1b3e5087e8215876af976032382dd338cf8401,18
Binance-Peg Bitcoin Cash ABC,BCHA,0xd475c9c934dcd6d5f1cac530585aa5ba14185b92,18
Venus BETH,vBETH,0x972207a639cc1b374b893cc33fa251b55ceb7c07,8
Octree Finance,OCT,0x49277cc5be56b519901e561096bfd416277b4f6d,8
GoatGang,GGT,0x0195Af07ff81E2dCdd40BB8F7719fb4426a978C9,18
BelugaToken,BELUGA,0x181de8c57c4f25eba9fd27757bbd11cc66a55d31,18
SOLANA,SOL,0x570a5d26f7765ecb712c0924e4de545b89fd43df,18
Fuel Token,Fuel,0x2090c8295769791ab7a3cf1cc6e0aa19f35e441a,18
CHEELEE,CHEEL,0x1f1c90aeb2fd13ea972f0a71e35c0753848e3db0,18
Ethereum Message Search from Mainnet,EMS,0x8444bd389e5db8ceaad7b95466a0b8a1939af1a9,18
vSWAP.fi,vBSWAP,0x4f0ed527e8a95ecaa132af214dfd41f30b361600,18
Martik,MTK,0x116526135380E28836C6080f1997645d5A807FAE,18
YSL,YSL,0xef4c37e914243322a32a81abd34de76af1b47da0,18
Sheesha Finance,SHEESHA,0x232fb065d9d24c34708eedbf03724f2e95abe768,18
Surf,SURF,0xE664cbfAB870413da211F78709911b98950fD94c,5
Bat True Share,BTS,0xc2e1acef50ae55661855e8dcb72adb182a3cc259,18
mCoin,MCOIN,0x6d86f0a41c3966cef8ea139648db707e912563c9,18
EGOLD - Algorithmic NFT Mining,EGOLD,0x8005d97e993668a528008d16338b42f9e976ed0f,18
Gyro,GYRO,0x1b239abe619e74232c827fbe5e49a4c072bd869d,9
Anyswap-BEP20,ANY,0xf68c9df95a18b2a5a5fa1124d79eeeffbad0b6fa,18
Seven Up Token,7UP,0x29f350b3822f51dc29619c583adbc9628646e315,18
Binance-Peg Firo Token,FIRO,0xd5d0322b6bab6a762c79f8c81a0b674778e13aed,8
PancakeSwap Token,Cake,0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82,18
LinkDao,LKD,0xaF027427DC6d31A3e7e162A710a5Fe27e63E275F,18
https://degen.trade/,DGN,0x72f28c09be1342447fa01ebc76ef508473d08c5c,18
Shield Protocol,SHIELD,0x00f97c17f4dc4f3bfd2dd9ce5e67f3a339a8a261,18
BSCX,BSCX,0x5ac52ee5b2a633895292ff6d8a89bb9190451587,18
Jarvis Synthetic Euro,jEUR,0x23b8683Ff98F9E4781552DFE6f12Aa32814924e8,18
Frax Price Index,FPI,0x2dd1b4d4548accea497050619965f91f78b3b532,18
Adonis,ADON,0xcd392021084683803525fe5e6c00cae9c6be5774,18
BOB,BOB,0xb0b195aefa3650a6908f15cdac7d92f8a5791b0b,18
Cradle of Sins,COS,0x4d9f39f7Cb7c7444335077223cEeF33dbB58096F,18
Ankr Staked MATIC,ankrMATIC,0x738d96caf7096659db4c1afbf1e1bdfd281f388c,18
Fasst,FAS,0x471ed23831918959bbd85c479120a4365db7f31a,18
Minto Bitcoin Hashrate Token,BTCMT,0x410a56541bD912F9B60943fcB344f1E3D6F09567,18
META-UTOPIA LAND,LAND,0x9131066022B909C65eDD1aaf7fF213dACF4E86d0,18
GFORCE v2,GFCE,0x5f136383e230f972739fae2e81e7e774afe64c66,9
Spore Token,SPORE,0x77f6a5f1b7a2b6d6c322af8581317d6bb0a52689,18
BUX Token,BUX,0x211ffbe424b90e25a15531ca322adf1559779e45,18
The Bend,BEND,0x13AbEC309d958c7900e8DEA7d930D794981507Ad,9
Charge,Charge,0x1c6bc8e962427deb4106ae06a7fa2d715687395c,18
HyperCycle Token,HyPC,0x7881cd2b5724431372f57c50e91611352557a606,6
QUINT,QUINT,0x64619f611248256F7F4b72fE83872F89d5d60d64,18
VANCI.FINANCE,VANCII,0x8f9b482b74afc0b7e8aefc704f1f04df208ee332,18
KISSAN,KSN,0xc8a11f433512c16ed895245f34bcc2ca44eb06bd,18
RobustSwap Token,RBS,0x95336aC5f7E840e7716781313e1607F7C9D6BE25,18
Hectagon,HECTA,0x343915085b919fbd4414F7046f903d194c6F60EE,9
Guardian,GUARD,0xF606bd19b1E61574ED625d9ea96C841D4E247A32,18
Pomerium Ecosystem Token,PMG,0x0733618ab62eeec815f2d1739b7a50bf9e74d8a2,18
Keep3r BSC Network,KP3RB,0x5ea29eee799aa7cc379fde5cf370bc24f2ea7c81,18
Ultron,ULX,0xd983AB71a284d6371908420d8Ac6407ca943F810,18
RecoveryDAO,REC,0xb922aa024e71a25077d78b593bd6f11f2f412e72,18
DEXShare,DEXShare,0xf4914e6d97a75f014acfcf4072f11be5cffc4ca6,18
HPSv2,HPS,0xc9D53A339F3c22E016C6fA1E3Eb85AC32c75fED2,18
Weather,Weather,0xbe3e4cfd929156f612df36042d79201ecf5344d7,18
LoopNetwork,LOOP,0xce186ad6430e2fe494a22c9edbd4c68794a28b35,18
