network,symbol,contract_address,method_ID,method
ethereum,UNI,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,0x07546172,minter()
ethereum,UNI,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,0x095ea7b3,"approve(address,uint256)"
ethereum,UNI,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,0x18160ddd,totalSupply()
ethereum,UNI,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,0x20606b70,DOMAIN_TYPEHASH()
ethereum,UNI,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,0x23b872dd,"transferFrom(address,address,uint256)"
ethereum,UNI,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,0x30adf81f,PERMIT_TYPEHASH()
ethereum,UNI,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,0x30b36cef,mintingAllowedAfter()
ethereum,UNI,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,0x313ce567,decimals()
ethereum,UNI,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,0x40c10f19,"mint(address,uint256)"
ethereum,UNI,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,0x587cde1e,delegates(address)
ethereum,UNI,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,0x5c11d62f,minimumTimeBetweenMints()
ethereum,UNI,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,0x5c19a95c,delegate(address)
ethereum,UNI,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,0x6fcfff45,numCheckpoints(address)
ethereum,UNI,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,0x70a08231,balanceOf(address)
ethereum,UNI,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,0x76c71ca1,mintCap()
ethereum,UNI,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,0x782d6fe1,"getPriorVotes(address,uint256)"
ethereum,UNI,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,0x7ecebe00,nonces(address)
ethereum,UNI,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,0x95d89b41,symbol()
ethereum,UNI,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,0xa9059cbb,"transfer(address,uint256)"
ethereum,UNI,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,0xb4b5ea57,getCurrentVotes(address)
ethereum,UNI,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,0xc3cda520,"delegateBySig(address,uint256,uint256,uint8,bytes32,bytes32)"
ethereum,UNI,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,0xd505accf,"permit(address,address,uint256,uint256,uint8,bytes32,bytes32)"
ethereum,UNI,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,0xdd62ed3e,"allowance(address,address)"
ethereum,UNI,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,0xe7a324dc,DELEGATION_TYPEHASH()
ethereum,UNI,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,0xf1127ed8,"checkpoints(address,uint32)"
ethereum,UNI,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,0xfca3b5aa,setMinter(address)
